experiment_component,pair_id,game_id,seed,base_game_index,reference_or_replay,strategy,mirrored,physical_direction,actor_mapping,physical_mapping,action_log_id,action_count,reference_action_count,replay_action_count,action_sequence_exact_match,state_sequence_exact_match,winner_match,total_rounds_match,final_alive_set_match,first_divergence_event_index,first_divergence_round,first_divergence_phase,first_divergence_type,mirrored_action_sequence_match,first_check_mirror_match,full_check_sequence_mirror_match,vote_sequence_mirror_match,speech_sequence_mirror_match,winner_mirror_match,rounds_mirror_match,final_alive_mirror_match,winner,village_win,wolf_win,total_rounds,seer_actor_uid,seer_survived_to_game_end,total_seer_checks,found_wolf_by_check_1,found_wolf_by_check_2,found_wolf_by_check_3
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_11,strategy_mirror_seed_42_base_11,42,11,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""werewolf"",""2"":""villager"",""3"":""villager"",""4"":""hunter"",""5"":""werewolf"",""6"":""villager"",""7"":""werewolf"",""8"":""seer"",""9"":""witch"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_11_physical_clockwise,57,57,57,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,8,0,3,0,0,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_12,strategy_mirror_seed_42_base_12,42,12,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""villager"",""2"":""villager"",""3"":""villager"",""4"":""werewolf"",""5"":""witch"",""6"":""seer"",""7"":""werewolf"",""8"":""hunter"",""9"":""werewolf"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_12_physical_clockwise,51,51,51,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,3,6,0,3,1,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_13,strategy_mirror_seed_42_base_13,42,13,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""werewolf"",""2"":""hunter"",""3"":""villager"",""4"":""seer"",""5"":""villager"",""6"":""werewolf"",""7"":""villager"",""8"":""villager"",""9"":""werewolf"",""10"":""witch""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_13_physical_clockwise,44,44,44,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,3,4,0,2,0,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_14,strategy_mirror_seed_42_base_14,42,14,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""witch"",""2"":""werewolf"",""3"":""seer"",""4"":""werewolf"",""5"":""werewolf"",""6"":""villager"",""7"":""villager"",""8"":""villager"",""9"":""villager"",""10"":""hunter""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_14_physical_clockwise,58,58,58,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,3,0,2,1,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_15,strategy_mirror_seed_42_base_15,42,15,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""hunter"",""2"":""werewolf"",""3"":""werewolf"",""4"":""werewolf"",""5"":""villager"",""6"":""villager"",""7"":""villager"",""8"":""witch"",""9"":""seer"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_15_physical_clockwise,63,63,63,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,9,0,3,0,0,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_16,strategy_mirror_seed_42_base_16,42,16,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""hunter"",""2"":""villager"",""3"":""villager"",""4"":""werewolf"",""5"":""werewolf"",""6"":""villager"",""7"":""seer"",""8"":""witch"",""9"":""villager"",""10"":""werewolf""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_16_physical_clockwise,62,62,62,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,4,7,0,2,0,0,0
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_17,strategy_mirror_seed_42_base_17,42,17,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""witch"",""2"":""seer"",""3"":""villager"",""4"":""villager"",""5"":""werewolf"",""6"":""werewolf"",""7"":""villager"",""8"":""werewolf"",""9"":""villager"",""10"":""hunter""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_17_physical_clockwise,64,64,64,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,4,2,1,4,0,0,0
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_18,strategy_mirror_seed_42_base_18,42,18,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""hunter"",""2"":""werewolf"",""3"":""seer"",""4"":""werewolf"",""5"":""villager"",""6"":""villager"",""7"":""villager"",""8"":""witch"",""9"":""villager"",""10"":""werewolf""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_18_physical_clockwise,58,58,58,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,3,3,0,2,1,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_19,strategy_mirror_seed_42_base_19,42,19,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""seer"",""2"":""villager"",""3"":""werewolf"",""4"":""witch"",""5"":""villager"",""6"":""werewolf"",""7"":""villager"",""8"":""werewolf"",""9"":""villager"",""10"":""hunter""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_19_physical_clockwise,59,59,59,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,1,0,3,0,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_20,strategy_mirror_seed_42_base_20,42,20,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""werewolf"",""2"":""hunter"",""3"":""villager"",""4"":""villager"",""5"":""werewolf"",""6"":""villager"",""7"":""villager"",""8"":""seer"",""9"":""werewolf"",""10"":""witch""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_20_physical_clockwise,66,66,66,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,4,8,0,4,1,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_21,strategy_mirror_seed_42_base_21,42,21,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""werewolf"",""2"":""hunter"",""3"":""villager"",""4"":""witch"",""5"":""seer"",""6"":""werewolf"",""7"":""villager"",""8"":""villager"",""9"":""werewolf"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_21_physical_clockwise,59,59,59,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,3,5,0,3,1,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_22,strategy_mirror_seed_42_base_22,42,22,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""witch"",""2"":""werewolf"",""3"":""seer"",""4"":""hunter"",""5"":""werewolf"",""6"":""villager"",""7"":""villager"",""8"":""villager"",""9"":""villager"",""10"":""werewolf""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_22_physical_clockwise,56,56,56,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,3,0,4,0,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_23,strategy_mirror_seed_42_base_23,42,23,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""villager"",""2"":""villager"",""3"":""witch"",""4"":""werewolf"",""5"":""hunter"",""6"":""werewolf"",""7"":""werewolf"",""8"":""seer"",""9"":""villager"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_23_physical_clockwise,55,55,55,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,3,8,1,3,0,0,0
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_24,strategy_mirror_seed_42_base_24,42,24,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""witch"",""2"":""hunter"",""3"":""villager"",""4"":""villager"",""5"":""villager"",""6"":""werewolf"",""7"":""werewolf"",""8"":""werewolf"",""9"":""seer"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_24_physical_clockwise,65,65,65,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,9,0,3,0,0,0
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_25,strategy_mirror_seed_42_base_25,42,25,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""werewolf"",""2"":""villager"",""3"":""werewolf"",""4"":""seer"",""5"":""villager"",""6"":""villager"",""7"":""hunter"",""8"":""witch"",""9"":""werewolf"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_25_physical_clockwise,57,57,57,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,4,0,3,0,0,0
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_26,strategy_mirror_seed_42_base_26,42,26,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""witch"",""2"":""seer"",""3"":""hunter"",""4"":""villager"",""5"":""villager"",""6"":""villager"",""7"":""werewolf"",""8"":""villager"",""9"":""werewolf"",""10"":""werewolf""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_26_physical_clockwise,61,61,61,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,2,0,1,0,0,0
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_27,strategy_mirror_seed_42_base_27,42,27,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""werewolf"",""2"":""villager"",""3"":""hunter"",""4"":""witch"",""5"":""werewolf"",""6"":""villager"",""7"":""seer"",""8"":""villager"",""9"":""werewolf"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_27_physical_clockwise,55,55,55,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,7,0,3,0,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_28,strategy_mirror_seed_42_base_28,42,28,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""villager"",""2"":""villager"",""3"":""villager"",""4"":""werewolf"",""5"":""seer"",""6"":""witch"",""7"":""werewolf"",""8"":""hunter"",""9"":""werewolf"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_28_physical_clockwise,52,52,52,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,5,0,2,0,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_29,strategy_mirror_seed_42_base_29,42,29,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""werewolf"",""2"":""werewolf"",""3"":""witch"",""4"":""hunter"",""5"":""villager"",""6"":""villager"",""7"":""werewolf"",""8"":""seer"",""9"":""villager"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_29_physical_clockwise,23,23,23,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,2,8,0,1,0,0,0
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_30,strategy_mirror_seed_42_base_30,42,30,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""villager"",""2"":""seer"",""3"":""werewolf"",""4"":""villager"",""5"":""witch"",""6"":""villager"",""7"":""hunter"",""8"":""werewolf"",""9"":""villager"",""10"":""werewolf""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_30_physical_clockwise,65,65,65,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,4,2,0,3,1,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_31,strategy_mirror_seed_42_base_31,42,31,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""villager"",""2"":""villager"",""3"":""werewolf"",""4"":""werewolf"",""5"":""werewolf"",""6"":""seer"",""7"":""witch"",""8"":""villager"",""9"":""villager"",""10"":""hunter""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_31_physical_clockwise,42,42,42,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,2,6,0,2,0,0,0
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_32,strategy_mirror_seed_42_base_32,42,32,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""villager"",""2"":""werewolf"",""3"":""werewolf"",""4"":""werewolf"",""5"":""villager"",""6"":""villager"",""7"":""hunter"",""8"":""villager"",""9"":""witch"",""10"":""seer""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_32_physical_clockwise,55,55,55,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,3,10,0,3,0,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_33,strategy_mirror_seed_42_base_33,42,33,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""villager"",""2"":""werewolf"",""3"":""villager"",""4"":""werewolf"",""5"":""seer"",""6"":""werewolf"",""7"":""hunter"",""8"":""villager"",""9"":""witch"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_33_physical_clockwise,52,52,52,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,4,5,1,4,1,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_34,strategy_mirror_seed_42_base_34,42,34,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""witch"",""2"":""villager"",""3"":""werewolf"",""4"":""hunter"",""5"":""werewolf"",""6"":""seer"",""7"":""werewolf"",""8"":""villager"",""9"":""villager"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_34_physical_clockwise,69,69,69,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,4,6,0,4,1,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_35,strategy_mirror_seed_42_base_35,42,35,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""villager"",""2"":""hunter"",""3"":""werewolf"",""4"":""witch"",""5"":""villager"",""6"":""werewolf"",""7"":""villager"",""8"":""werewolf"",""9"":""villager"",""10"":""seer""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_35_physical_clockwise,38,38,38,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,2,10,1,2,0,0,0
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_36,strategy_mirror_seed_42_base_36,42,36,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""villager"",""2"":""seer"",""3"":""werewolf"",""4"":""werewolf"",""5"":""villager"",""6"":""villager"",""7"":""witch"",""8"":""werewolf"",""9"":""villager"",""10"":""hunter""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_36_physical_clockwise,54,54,54,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,village,1,0,3,2,0,2,1,1,1
strategy_mirror_counterfactual,strategy_mirror_seed_42_base_37,strategy_mirror_seed_42_base_37,42,37,strategy_mirror_pair,physical_clockwise_vs_physical_counterclockwise,1,clockwise_original_counterclockwise_mirrored,"{""1"":""hunter"",""2"":""werewolf"",""3"":""villager"",""4"":""witch"",""5"":""villager"",""6"":""villager"",""7"":""werewolf"",""8"":""werewolf"",""9"":""seer"",""10"":""villager""}","{""1"":10,""2"":9,""3"":8,""4"":7,""5"":6,""6"":5,""7"":4,""8"":3,""9"":2,""10"":1}",strategy_mirror_reference_seed_42_base_37_physical_clockwise,69,69,69,1,,1,1,1,,,none,none,1,1,1,1,1,1,1,1,wolf,0,1,5,9,0,3,0,0,0
