dataset_split,iqr,mean,median,n_rows,score_name,speech_intent,stdev
train,0.0,0.5833333333333334,0.5833333333333334,824,bow_werewolf_leaning_score,counter_claim,0.0
train,0.0,0.2416666666666667,0.2416666666666667,824,bow_emotional_intensity_score,counter_claim,0.0
train,0.0,0.45,0.45,824,bow_information_density_score,counter_claim,0.0
train,0.0,0.528125,0.528125,155,bow_werewolf_leaning_score,hunter_claim,0.0
train,0.0,0.14375,0.14375,155,bow_emotional_intensity_score,hunter_claim,0.0
train,0.0,0.4,0.4,155,bow_information_density_score,hunter_claim,0.0
train,0.0,0.5142857142857142,0.5142857142857142,133,bow_werewolf_leaning_score,witch_claim,0.0
train,0.0,0.17857142857142858,0.17857142857142858,133,bow_emotional_intensity_score,witch_claim,0.0
train,0.0,0.4428571428571429,0.4428571428571429,133,bow_information_density_score,witch_claim,0.0
train,0.02777777777777768,0.5617545511613308,0.575,885,bow_werewolf_leaning_score,false_accusation,0.013881821393212604
train,0.0849206349206349,0.16664962783606851,0.20714285714285713,885,bow_emotional_intensity_score,false_accusation,0.042438711116392955
train,0.0071428571428571175,0.3537368845843422,0.35714285714285715,885,bow_information_density_score,false_accusation,0.0035696112153975265
train,0.030000000000000027,0.5147287340924314,0.5,1493,bow_werewolf_leaning_score,deflection,0.015002572105379178
train,0.02714285714285713,0.056183140369342646,0.042857142857142864,1493,bow_emotional_intensity_score,deflection,0.013573755714390665
train,0.002857142857142836,0.2914544062769113,0.29285714285714287,1493,bow_information_density_score,deflection,0.0014288163909884812
train,0.018749999999999933,0.5296626984126984,0.51875,63,bow_werewolf_leaning_score,information_report,0.012243757356874945
train,0.052083333333333336,0.07814153439153439,0.05625,63,bow_emotional_intensity_score,information_report,0.02391248246959243
train,0.02291666666666664,0.32939814814814816,0.31875000000000003,63,bow_information_density_score,information_report,0.01127083340234575
train,0.006249999999999978,0.534375,0.534375,8,bow_werewolf_leaning_score,strong_accusation,0.0033407655239052927
train,0.07083333333333333,0.17291666666666666,0.17291666666666666,8,bow_emotional_intensity_score,strong_accusation,0.03786200927092679
train,0.029166666666666674,0.29791666666666666,0.29791666666666666,8,bow_information_density_score,strong_accusation,0.015590239111558093
train,0.00833333333333336,0.5,0.49166666666666664,4,bow_werewolf_leaning_score,trust_building,0.01666666666666669
train,0.010416666666666678,0.06874999999999999,0.05833333333333333,4,bow_emotional_intensity_score,trust_building,0.02083333333333334
train,0.01416666666666666,0.3975,0.38333333333333336,4,bow_information_density_score,trust_building,0.02833333333333332
validation,0.027083333333333293,0.4949449685534591,0.5083333333333333,795,bow_werewolf_leaning_score,trust_support,0.013549323160657864
validation,0.029166666666666653,0.07275157232704402,0.05833333333333334,795,bow_emotional_intensity_score,trust_support,0.014591578788400792
validation,0.1645833333333333,0.4019732704402516,0.48333333333333334,795,bow_information_density_score,trust_support,0.08233819459169021
validation,0.010714285714285676,0.5307797745964057,0.5357142857142857,469,bow_werewolf_leaning_score,self_defense,0.005346148421925721
validation,0.014285714285714304,0.11484922327139811,0.12142857142857144,469,bow_emotional_intensity_score,self_defense,0.007128197895900997
validation,0.14285714285714285,0.358650624428876,0.29285714285714287,469,bow_information_density_score,self_defense,0.07128197895900987
validation,0.012500000000000011,0.49329196217494087,0.4875,423,bow_werewolf_leaning_score,uncertainty,0.00624057444178778
validation,0.009523809523809518,0.06225374310480694,0.06666666666666667,423,bow_emotional_intensity_score,uncertainty,0.004754723384219253
validation,0.11190476190476195,0.3685185185185185,0.31666666666666665,423,bow_information_density_score,uncertainty,0.055867999764576286
validation,0.011309523809523825,0.47388474620617477,0.4791666666666667,364,bow_werewolf_leaning_score,defense,0.005650223674926279
validation,0.009523809523809518,0.062218733647305076,0.06666666666666667,364,bow_emotional_intensity_score,defense,0.004758083094674752
validation,0.0011904761904762418,0.4922226582940869,0.49166666666666664,364,bow_information_density_score,defense,0.0005947603868343699
validation,0.0,0.5833333333333334,0.5833333333333334,196,bow_werewolf_leaning_score,counter_claim,0.0
validation,0.0,0.2416666666666667,0.2416666666666667,196,bow_emotional_intensity_score,counter_claim,0.0
validation,0.0,0.45,0.45,196,bow_information_density_score,counter_claim,0.0
validation,0.03214285714285714,0.5067750797589508,0.5041666666666667,403,bow_werewolf_leaning_score,neutral_statement,0.013234795099950274
validation,0.10357142857142856,0.060847217298830206,0.041666666666666664,403,bow_emotional_intensity_score,neutral_statement,0.04437050601434998
validation,0.1276190476190477,0.33868250029540353,0.38333333333333336,403,bow_information_density_score,neutral_statement,0.06094108072019463
validation,0.0,0.5125,0.5125,210,bow_werewolf_leaning_score,coordination,0.0
validation,0.0,0.075,0.075,210,bow_emotional_intensity_score,coordination,0.0
validation,0.0,0.39166666666666666,0.39166666666666666,210,bow_information_density_score,coordination,0.0
validation,0.01666666666666672,0.5202669902912621,0.5125,206,bow_werewolf_leaning_score,vote_request,0.008334319935282395
validation,0.033333333333333354,0.1011326860841424,0.11666666666666668,206,bow_emotional_intensity_score,vote_request,0.01666863987056475
validation,0.08333333333333331,0.3861650485436893,0.425,206,bow_information_density_score,vote_request,0.04167159967641184
validation,0.0035714285714285587,0.5017658730158729,0.5,180,bow_werewolf_leaning_score,vote_explanation,0.0017905848271537168
validation,0.014285714285714297,0.04293650793650794,0.05000000000000001,180,bow_emotional_intensity_score,vote_explanation,0.007162339308614899
validation,0.14523809523809522,0.4948544973544973,0.5666666666666667,180,bow_information_density_score,vote_explanation,0.0728171163042514
validation,0.01388888888888884,0.5330620343375445,0.5357142857142857,196,bow_werewolf_leaning_score,accusation,0.005901928890376692
validation,0.04166666666666667,0.08883624878522837,0.07857142857142858,196,bow_emotional_intensity_score,accusation,0.018371323645191652
validation,0.3182539682539683,0.4289459831551668,0.4125,196,bow_information_density_score,accusation,0.12990424846188325
validation,0.0,0.528125,0.528125,33,bow_werewolf_leaning_score,hunter_claim,0.0
validation,0.0,0.14375,0.14375,33,bow_emotional_intensity_score,hunter_claim,0.0
validation,0.0,0.4,0.4,33,bow_information_density_score,hunter_claim,0.0
validation,0.0,0.5142857142857142,0.5142857142857142,32,bow_werewolf_leaning_score,witch_claim,0.0
validation,0.0,0.17857142857142858,0.17857142857142858,32,bow_emotional_intensity_score,witch_claim,0.0
validation,0.0,0.4428571428571429,0.4428571428571429,32,bow_information_density_score,witch_claim,0.0
validation,0.02777777777777768,0.5616213151927438,0.575,245,bow_werewolf_leaning_score,false_accusation,0.013907927176839694
validation,0.0849206349206349,0.1662423064463881,0.20714285714285713,245,bow_emotional_intensity_score,false_accusation,0.04251852022633863
validation,0.0071428571428571175,0.35370262390670554,0.35714285714285715,245,bow_information_density_score,false_accusation,0.00357632413118735
validation,0.030000000000000027,0.5140495867768595,0.5,363,bow_werewolf_leaning_score,deflection,0.014990522552711796
validation,0.02714285714285713,0.05556867375049193,0.042857142857142864,363,bow_emotional_intensity_score,deflection,0.013562853738167796
validation,0.002857142857142836,0.29151908697363244,0.29285714285714287,363,bow_information_density_score,deflection,0.0014276688145439687
validation,0.018749999999999933,0.53125,0.5375,13,bow_werewolf_leaning_score,information_report,0.01082531754730546
validation,0.052083333333333336,0.08689102564102565,0.10833333333333334,13,bow_emotional_intensity_score,information_report,0.025694415569399345
validation,0.02291666666666664,0.33272435897435904,0.3416666666666667,13,bow_information_density_score,information_report,0.011507615464344183
validation,0.0,0.49166666666666664,0.49166666666666664,1,bow_werewolf_leaning_score,trust_building,0.0
validation,0.0,0.05833333333333333,0.05833333333333333,1,bow_emotional_intensity_score,trust_building,0.0
validation,0.0,0.38333333333333336,0.38333333333333336,1,bow_information_density_score,trust_building,0.0
final_test,0.012500000000000011,0.4938132733408324,0.5,889,bow_werewolf_leaning_score,uncertainty,0.006253197684199517
final_test,0.009523809523809518,0.06185655364508008,0.05714285714285715,889,bow_emotional_intensity_score,uncertainty,0.004764341092723434
final_test,0.11190476190476195,0.3731854946703091,0.4285714285714286,889,bow_information_density_score,uncertainty,0.055981007839500406
final_test,0.027083333333333293,0.49454644533869885,0.48125,1491,bow_werewolf_leaning_score,trust_support,0.013543988847025113
final_test,0.029166666666666653,0.07318075117370892,0.0875,1491,bow_emotional_intensity_score,trust_support,0.014585834142950138
final_test,0.1645833333333333,0.3995514755197854,0.31875000000000003,1491,bow_information_density_score,trust_support,0.0823057783780758
final_test,0.01388888888888884,0.5334060846560846,0.5357142857142857,360,bow_werewolf_leaning_score,accusation,0.00587908252812784
final_test,0.04166666666666667,0.09045634920634921,0.07857142857142858,360,bow_emotional_intensity_score,accusation,0.01896390069633819
final_test,0.3182539682539683,0.4394808201058201,0.4125,360,bow_information_density_score,accusation,0.13300165969107172
final_test,0.011309523809523825,0.4733922694606757,0.46785714285714286,709,bow_werewolf_leaning_score,defense,0.005657487400756497
final_test,0.009523809523809518,0.06180401638793741,0.05714285714285715,709,bow_emotional_intensity_score,defense,0.004764199916426514
final_test,0.0011904761904762418,0.49227449795150785,0.4928571428571429,709,bow_information_density_score,defense,0.0005955249895533403
final_test,0.010714285714285676,0.5303512364151834,0.525,907,bow_werewolf_leaning_score,self_defense,0.00536009526456296
final_test,0.014285714285714304,0.11427783902976847,0.10714285714285714,907,bow_emotional_intensity_score,self_defense,0.007146793686083981
final_test,0.14285714285714285,0.3643644668451725,0.4357142857142857,907,bow_information_density_score,self_defense,0.07146793686083971
final_test,0.0035714285714285587,0.5017903525046382,0.5035714285714286,385,bow_werewolf_leaning_score,vote_explanation,0.0017880318912135758
final_test,0.014285714285714297,0.04283858998144713,0.03571428571428571,385,bow_emotional_intensity_score,vote_explanation,0.007152127564854335
final_test,0.14523809523809522,0.4938589981447124,0.42142857142857143,385,bow_information_density_score,vote_explanation,0.07271329690935234
final_test,0.03214285714285714,0.5074138078170336,0.5041666666666667,837,bow_werewolf_leaning_score,neutral_statement,0.013392581354158899
final_test,0.10357142857142856,0.06304830175797918,0.041666666666666664,837,bow_emotional_intensity_score,neutral_statement,0.04506394968013915
final_test,0.1276190476190477,0.3404887068327928,0.38333333333333336,837,bow_information_density_score,neutral_statement,0.060303176208468943
final_test,0.0,0.5125,0.5125,396,bow_werewolf_leaning_score,coordination,0.0
final_test,0.0,0.075,0.075,396,bow_emotional_intensity_score,coordination,0.0
final_test,0.0,0.39166666666666666,0.39166666666666666,396,bow_information_density_score,coordination,0.0
final_test,0.01666666666666672,0.5209150326797386,0.5291666666666667,408,bow_werewolf_leaning_score,vote_request,0.008343163574562606
final_test,0.033333333333333354,0.09983660130718955,0.08333333333333333,408,bow_emotional_intensity_score,vote_request,0.016686327149125168
final_test,0.08333333333333331,0.38292483660130716,0.3416666666666667,408,bow_information_density_score,vote_request,0.04171581787281289
final_test,0.0,0.5833333333333334,0.5833333333333334,419,bow_werewolf_leaning_score,counter_claim,0.0
final_test,0.0,0.2416666666666667,0.2416666666666667,419,bow_emotional_intensity_score,counter_claim,0.0
final_test,0.0,0.45,0.45,419,bow_information_density_score,counter_claim,0.0
final_test,0.0,0.5142857142857142,0.5142857142857142,63,bow_werewolf_leaning_score,witch_claim,0.0
final_test,0.0,0.17857142857142858,0.17857142857142858,63,bow_emotional_intensity_score,witch_claim,0.0
final_test,0.0,0.4428571428571429,0.4428571428571429,63,bow_information_density_score,witch_claim,0.0
final_test,0.0,0.528125,0.528125,81,bow_werewolf_leaning_score,hunter_claim,0.0
final_test,0.0,0.14375,0.14375,81,bow_emotional_intensity_score,hunter_claim,0.0
final_test,0.0,0.39999999999999997,0.4,81,bow_information_density_score,hunter_claim,5.585701844806364e-17
final_test,0.02777777777777768,0.5609630419331912,0.5472222222222223,469,bow_werewolf_leaning_score,false_accusation,0.013902929380688534
final_test,0.0849206349206349,0.16422987105289877,0.12222222222222223,469,bow_emotional_intensity_score,false_accusation,0.04250324124953366
final_test,0.0071428571428571175,0.35353335363996347,0.35000000000000003,469,bow_information_density_score,false_accusation,0.003575038983605623
final_test,0.030000000000000027,0.514597855227882,0.5,746,bow_werewolf_leaning_score,deflection,0.01500466847120226
final_test,0.02714285714285713,0.05606472615855994,0.042857142857142864,746,bow_emotional_intensity_score,deflection,0.013575652426325835
final_test,0.002857142857142836,0.2914668709306779,0.29285714285714287,746,bow_information_density_score,deflection,0.0014290160448763938
final_test,0.018749999999999933,0.5260775862068966,0.51875,29,bow_werewolf_leaning_score,information_report,0.010704660085072546
final_test,0.052083333333333336,0.07294540229885058,0.05625,29,bow_emotional_intensity_score,information_report,0.02382687304074615
final_test,0.02291666666666664,0.3265373563218391,0.31875000000000003,29,bow_information_density_score,information_report,0.010931391972652424
final_test,0.0,0.53125,0.53125,1,bow_werewolf_leaning_score,strong_accusation,0.0
final_test,0.0,0.1375,0.1375,1,bow_emotional_intensity_score,strong_accusation,0.0
final_test,0.0,0.3125,0.3125,1,bow_information_density_score,strong_accusation,0.0
ood_template,0.0,0.478125,0.478125,240,bow_werewolf_leaning_score,uncertainty,0.0
ood_template,0.0,0.05625,0.05625,240,bow_emotional_intensity_score,uncertainty,0.0
ood_template,0.0,0.26625,0.26625,240,bow_information_density_score,uncertainty,0.0
ood_template,0.0,0.4875,0.4875,369,bow_werewolf_leaning_score,trust_support,0.0
ood_template,0.0,0.041666666666666664,0.041666666666666664,369,bow_emotional_intensity_score,trust_support,0.0
ood_template,0.0,0.35000000000000003,0.35000000000000003,369,bow_information_density_score,trust_support,0.0
ood_template,0.0,0.5083333333333333,0.5083333333333333,74,bow_werewolf_leaning_score,vote_request,0.0
ood_template,0.0,0.03333333333333333,0.03333333333333333,74,bow_emotional_intensity_score,vote_request,0.0
ood_template,0.0,0.30833333333333335,0.30833333333333335,74,bow_information_density_score,vote_request,0.0
ood_template,0.0,0.49444444444444446,0.49444444444444446,96,bow_werewolf_leaning_score,vote_explanation,0.0
ood_template,0.0,0.027777777777777776,0.027777777777777776,96,bow_emotional_intensity_score,vote_explanation,0.0
ood_template,0.0,0.36666666666666664,0.36666666666666664,96,bow_information_density_score,vote_explanation,0.0
ood_template,0.0,0.546875,0.546875,177,bow_werewolf_leaning_score,defense,0.0
ood_template,0.0,0.13125,0.13125,177,bow_emotional_intensity_score,defense,0.0
ood_template,0.0,0.46249999999999997,0.4625,177,bow_information_density_score,defense,5.566862999086165e-17
ood_template,0.0,0.5035714285714286,0.5035714285714286,91,bow_werewolf_leaning_score,accusation,0.0
ood_template,0.0,0.03571428571428571,0.03571428571428571,91,bow_emotional_intensity_score,accusation,0.0
ood_template,0.0,0.4357142857142857,0.4357142857142857,91,bow_information_density_score,accusation,0.0
ood_template,0.0,0.49722222222222223,0.49722222222222223,199,bow_werewolf_leaning_score,neutral_statement,0.0
ood_template,0.0,0.022222222222222223,0.022222222222222223,199,bow_emotional_intensity_score,neutral_statement,0.0
ood_template,0.0,0.2111111111111111,0.2111111111111111,199,bow_information_density_score,neutral_statement,0.0
ood_template,0.0,0.49375,0.49375,220,bow_werewolf_leaning_score,self_defense,0.0
ood_template,0.0,0.03125,0.03125,220,bow_emotional_intensity_score,self_defense,0.0
ood_template,0.0,0.3187500000000001,0.31875000000000003,220,bow_information_density_score,self_defense,5.563774467099166e-17
ood_template,0.0,0.503125,0.503125,96,bow_werewolf_leaning_score,coordination,0.0
ood_template,0.0,0.08125,0.08125,96,bow_emotional_intensity_score,coordination,0.0
ood_template,0.0,0.2725,0.2725,96,bow_information_density_score,coordination,0.0
ood_template,0.0,0.4875,0.4875,124,bow_werewolf_leaning_score,counter_claim,0.0
ood_template,0.0,0.08333333333333333,0.08333333333333333,124,bow_emotional_intensity_score,counter_claim,0.0
ood_template,0.0,0.3166666666666667,0.3166666666666667,124,bow_information_density_score,counter_claim,0.0
ood_template,0.0,0.5642857142857143,0.5642857142857143,110,bow_werewolf_leaning_score,false_accusation,0.0
ood_template,0.0,0.24285714285714285,0.24285714285714285,110,bow_emotional_intensity_score,false_accusation,0.0
ood_template,0.0,0.32142857142857145,0.32142857142857145,110,bow_information_density_score,false_accusation,0.0
ood_template,0.0,0.5458333333333334,0.5458333333333334,197,bow_werewolf_leaning_score,deflection,0.0
ood_template,0.0,0.11666666666666665,0.11666666666666665,197,bow_emotional_intensity_score,deflection,0.0
ood_template,0.0,0.325,0.325,197,bow_information_density_score,deflection,0.0
ood_template,0.0,0.4821428571428572,0.48214285714285715,23,bow_werewolf_leaning_score,hunter_claim,5.675874860617214e-17
ood_template,0.0,0.09999999999999999,0.09999999999999999,23,bow_emotional_intensity_score,hunter_claim,0.0
ood_template,0.0,0.37857142857142856,0.37857142857142856,23,bow_information_density_score,hunter_claim,0.0
ood_template,0.0,0.5194444444444445,0.5194444444444445,17,bow_werewolf_leaning_score,witch_claim,0.0
ood_template,0.0,0.11666666666666667,0.11666666666666667,17,bow_emotional_intensity_score,witch_claim,0.0
ood_template,0.0,0.3388888888888889,0.3388888888888889,17,bow_information_density_score,witch_claim,0.0
ood_template,0.0,0.4964285714285715,0.49642857142857144,9,bow_werewolf_leaning_score,information_report,5.887846720064156e-17
ood_template,0.0,0.0071428571428571435,0.0071428571428571435,9,bow_emotional_intensity_score,information_report,0.0
ood_template,0.0,0.37857142857142856,0.37857142857142856,9,bow_information_density_score,information_report,0.0
ood_template,0.0,0.5178571428571429,0.5178571428571429,2,bow_werewolf_leaning_score,strong_accusation,0.0
ood_template,0.0,0.2214285714285714,0.2214285714285714,2,bow_emotional_intensity_score,strong_accusation,0.0
ood_template,0.0,0.32857142857142857,0.32857142857142857,2,bow_information_density_score,strong_accusation,0.0
ood_regime,0.0031746031746031633,0.5348443223443223,0.5357142857142857,78,bow_werewolf_leaning_score,accusation,0.005411998664526015
ood_regime,0.038095238095238085,0.09537545787545788,0.07857142857142858,78,bow_emotional_intensity_score,accusation,0.019881615023480393
ood_regime,0.3182539682539683,0.4658195970695971,0.4125,78,bow_information_density_score,accusation,0.14216221667322632
ood_regime,0.027083333333333293,0.4964330808080808,0.5083333333333333,264,bow_werewolf_leaning_score,trust_support,0.01346734945765695
ood_regime,0.029166666666666653,0.0711489898989899,0.05833333333333334,264,bow_emotional_intensity_score,trust_support,0.014503299415938269
ood_regime,0.1645833333333333,0.41101641414141415,0.48333333333333334,264,bow_information_density_score,trust_support,0.08184004670422312
ood_regime,0.0,0.5125,0.5125,96,bow_werewolf_leaning_score,coordination,0.0
ood_regime,0.0,0.075,0.075,96,bow_emotional_intensity_score,coordination,0.0
ood_regime,0.0,0.39166666666666666,0.39166666666666666,96,bow_information_density_score,coordination,0.0
ood_regime,0.010714285714285676,0.530672268907563,0.5357142857142857,204,bow_werewolf_leaning_score,self_defense,0.0053610223151479295
ood_regime,0.014285714285714304,0.11470588235294119,0.12142857142857144,204,bow_emotional_intensity_score,self_defense,0.007148029753530608
ood_regime,0.14285714285714285,0.3600840336134454,0.29285714285714287,204,bow_information_density_score,self_defense,0.07148029753530598
ood_regime,0.02777777777777768,0.5618855844692275,0.575,269,bow_werewolf_leaning_score,false_accusation,0.013893126653789969
ood_regime,0.0849206349206349,0.16705021537735293,0.20714285714285713,269,bow_emotional_intensity_score,false_accusation,0.04247327291301519
ood_regime,0.0071428571428571175,0.3537705788635157,0.35714285714285715,269,bow_information_density_score,false_accusation,0.003572518282403135
ood_regime,0.03214285714285714,0.5069266917293234,0.5041666666666667,190,bow_werewolf_leaning_score,neutral_statement,0.013307529765582252
ood_regime,0.10357142857142856,0.061390977443609024,0.041666666666666664,190,bow_emotional_intensity_score,neutral_statement,0.044645826769989926
ood_regime,0.1276190476190477,0.33900250626566414,0.38333333333333336,190,bow_information_density_score,neutral_statement,0.06092430829046948
ood_regime,0.012500000000000011,0.4931976744186046,0.4875,215,bow_werewolf_leaning_score,uncertainty,0.006240075798279043
ood_regime,0.009523809523809518,0.06232558139534884,0.06666666666666667,215,bow_emotional_intensity_score,uncertainty,0.004754343465355454
ood_regime,0.11190476190476195,0.36767441860465117,0.31666666666666665,215,bow_information_density_score,uncertainty,0.05586353571792665
ood_regime,0.011309523809523825,0.4732720057720058,0.46785714285714286,165,bow_werewolf_leaning_score,defense,0.005666869275501246
ood_regime,0.009523809523809518,0.06170274170274171,0.05714285714285715,165,bow_emotional_intensity_score,defense,0.0047721004425273555
ood_regime,0.0011904761904762418,0.49228715728715733,0.4928571428571429,165,bow_information_density_score,defense,0.0005965125553159455
ood_regime,0.030000000000000027,0.5159574468085106,0.53,141,bow_werewolf_leaning_score,deflection,0.015022779056403245
ood_regime,0.02714285714285713,0.05729483282674772,0.06999999999999999,141,bow_emotional_intensity_score,deflection,0.013592038193888632
ood_regime,0.002857142857142836,0.2913373860182371,0.29000000000000004,141,bow_information_density_score,deflection,0.001430740862514583
ood_regime,0.0,0.5833333333333334,0.5833333333333334,68,bow_werewolf_leaning_score,counter_claim,0.0
ood_regime,0.0,0.24166666666666672,0.2416666666666667,68,bow_emotional_intensity_score,counter_claim,2.796193961396664e-17
ood_regime,0.0,0.45,0.45,68,bow_information_density_score,counter_claim,0.0
ood_regime,0.018749999999999933,0.5276315789473685,0.51875,19,bow_werewolf_leaning_score,information_report,0.009618547050798286
ood_regime,0.052083333333333336,0.08092105263157895,0.05625,19,bow_emotional_intensity_score,information_report,0.026718186252217554
ood_regime,0.02291666666666664,0.32960526315789473,0.31875000000000003,19,bow_information_density_score,information_report,0.01175600195097571
ood_regime,0.0035714285714285587,0.5016129032258064,0.5,62,bow_werewolf_leaning_score,vote_explanation,0.0017918418702288135
ood_regime,0.014285714285714297,0.043548387096774194,0.05000000000000001,62,bow_emotional_intensity_score,vote_explanation,0.007167367480915285
ood_regime,0.14523809523809522,0.5010752688172043,0.5666666666666667,62,bow_information_density_score,vote_explanation,0.072868236055972
ood_regime,0.01666666666666672,0.521078431372549,0.5291666666666667,68,bow_werewolf_leaning_score,vote_request,0.008391660087753073
ood_regime,0.033333333333333354,0.09950980392156862,0.08333333333333333,68,bow_emotional_intensity_score,vote_request,0.016783320175506104
ood_regime,0.08333333333333331,0.38210784313725493,0.3416666666666667,68,bow_information_density_score,vote_request,0.04195830043876522
ood_regime,0.0,0.5142857142857142,0.5142857142857142,12,bow_werewolf_leaning_score,witch_claim,0.0
ood_regime,0.0,0.17857142857142858,0.17857142857142858,12,bow_emotional_intensity_score,witch_claim,0.0
ood_regime,0.0,0.4428571428571429,0.4428571428571429,12,bow_information_density_score,witch_claim,0.0
ood_regime,0.03333333333333338,0.5059523809523809,0.49166666666666664,49,bow_werewolf_leaning_score,trust_building,0.01666666666666669
ood_regime,0.04166666666666668,0.0761904761904762,0.05833333333333333,49,bow_emotional_intensity_score,trust_building,0.02083333333333334
ood_regime,0.05666666666666664,0.4076190476190476,0.38333333333333336,49,bow_information_density_score,trust_building,0.02833333333333332
ood_regime,0.025000000000000022,0.48833333333333334,0.49583333333333335,50,bow_werewolf_leaning_score,false_role_claim,0.011572751247156903
ood_regime,0.0,0.11666666666666665,0.11666666666666665,50,bow_emotional_intensity_score,false_role_claim,0.0
ood_regime,0.016666666666666663,0.445,0.45,50,bow_information_density_score,false_role_claim,0.007715167498104593
ood_regime,0.0,0.50625,0.50625,139,bow_werewolf_leaning_score,last_words,0.0
ood_regime,0.0,0.025,0.025,139,bow_emotional_intensity_score,last_words,0.0
ood_regime,0.0,0.24375000000000002,0.24375000000000002,139,bow_information_density_score,last_words,0.0
ood_regime,0.0,0.528125,0.528125,18,bow_werewolf_leaning_score,hunter_claim,0.0
ood_regime,0.0,0.14375,0.14375,18,bow_emotional_intensity_score,hunter_claim,0.0
ood_regime,0.0,0.4,0.4,18,bow_information_density_score,hunter_claim,0.0
