behavioral_regime_id,decision_id,hybrid_matches_ml,hybrid_matches_neither,hybrid_matches_rule,hybrid_score_range,hybrid_top_candidate,hybrid_top_is_special,hybrid_top_role,ml_rule_disagree,ml_score_range,ml_top_candidate,ml_top_is_special,ml_top_role,policy_name,round,rule_score_range,rule_top_candidate,rule_top_is_special,rule_top_role,seed
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_existing_with_ml_shadow_round_1_decision_1,0,0,1,0.7481920868135314,5,0,villager,1,0.05942941559395698,7,0,villager,existing_with_ml_shadow,1,0.03600000000000003,5,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_existing_with_ml_shadow_round_2_decision_2,0,0,1,0.7799713596385349,6,1,witch,1,0.030965772958365667,5,0,villager,existing_with_ml_shadow,2,0.3522400000000001,6,1,witch,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_existing_with_ml_shadow_round_3_decision_3,1,0,0,0.19068987839055362,5,0,villager,1,0.026767820621726335,5,0,villager,existing_with_ml_shadow,3,0.08391999999999977,1,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_high_confidence_shadow_round_1_decision_1,0,0,1,0.7481920868135314,5,0,villager,1,0.05942941559395698,7,0,villager,high_confidence_shadow,1,0.03600000000000003,5,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_high_confidence_shadow_round_2_decision_2,0,0,1,0.7799713596385349,6,1,witch,1,0.030965772958365667,5,0,villager,high_confidence_shadow,2,0.3522400000000001,6,1,witch,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_high_confidence_shadow_round_3_decision_3,1,0,0,0.19068987839055362,5,0,villager,1,0.026767820621726335,5,0,villager,high_confidence_shadow,3,0.08391999999999977,1,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_first_kill_only_round_1_decision_1,0,0,1,0.7481920868135314,5,0,villager,1,0.05942941559395698,7,0,villager,ml_first_kill_only,1,0.03600000000000003,5,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_first_kill_only_round_2_decision_2,0,0,1,0.7799713596385349,6,1,witch,1,0.030965772958365667,5,0,villager,ml_first_kill_only,2,0.3522400000000001,6,1,witch,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_first_kill_only_round_3_decision_3,1,0,0,0.19068987839055362,5,0,villager,1,0.026767820621726335,5,0,villager,ml_first_kill_only,3,0.08391999999999977,1,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_first_two_kills_round_1_decision_1,0,0,1,0.7481920868135314,5,0,villager,1,0.05942941559395698,7,0,villager,ml_first_two_kills,1,0.03600000000000003,5,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_first_two_kills_round_2_decision_2,0,0,1,0.7799713596385349,6,1,witch,1,0.030965772958365667,5,0,villager,ml_first_two_kills,2,0.3522400000000001,6,1,witch,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_first_two_kills_round_3_decision_3,1,0,0,0.6751359623111806,4,0,villager,1,0.03433179081266324,4,0,villager,ml_first_two_kills,3,0.10057999999999989,1,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_first_two_kills_round_4_decision_4,0,0,1,0.5686777128658089,3,1,hunter,1,0.05293997904884229,4,0,villager,ml_first_two_kills,4,0.16822000000000004,3,1,hunter,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_single_random_kill_round_1_decision_1,0,0,1,0.7481920868135314,5,0,villager,1,0.05942941559395698,7,0,villager,ml_single_random_kill,1,0.03600000000000003,5,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_single_random_kill_round_2_decision_2,0,0,1,0.7799713596385349,6,1,witch,1,0.030965772958365667,5,0,villager,ml_single_random_kill,2,0.3522400000000001,6,1,witch,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_ml_single_random_kill_round_3_decision_3,1,0,0,0.19068987839055362,5,0,villager,1,0.026767820621726335,5,0,villager,ml_single_random_kill,3,0.08391999999999977,1,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_selective_ml_override_round_1_decision_1,0,0,1,0.7481920868135314,5,0,villager,1,0.05942941559395698,7,0,villager,selective_ml_override,1,0.03600000000000003,5,0,villager,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_selective_ml_override_round_2_decision_2,0,0,1,0.7799713596385349,6,1,witch,1,0.030965772958365667,5,0,villager,selective_ml_override,2,0.3522400000000001,6,1,witch,220
deception_enabled,stage2b_seed_220_base_1_regime_deception_enabled_policy_selective_ml_override_round_3_decision_3,1,0,0,0.19068987839055362,5,0,villager,1,0.026767820621726335,5,0,villager,selective_ml_override,3,0.08391999999999977,1,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_continuous_frozen_ml_round_1_decision_1,0,0,1,0.6519152653764463,2,0,villager,1,0.049048375532137145,8,0,villager,continuous_frozen_ml,1,0.03600000000000003,2,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_continuous_frozen_ml_round_2_decision_2,0,0,1,0.5616133447368111,6,1,seer,1,0.049048375532137145,8,0,villager,continuous_frozen_ml,2,0.22563999999999995,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_continuous_frozen_ml_round_3_decision_3,0,1,0,0.309887215809984,10,1,witch,1,0.03138177726007341,2,0,villager,continuous_frozen_ml,3,0.16448000000000018,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_continuous_frozen_ml_round_4_decision_4,0,0,1,0.0,10,1,witch,1,0.006139936825476755,1,0,villager,continuous_frozen_ml,4,0.15613999999999995,10,1,witch,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_existing_rule_round_1_decision_1,0,0,1,0.6519152653764463,2,0,villager,1,0.049048375532137145,8,0,villager,existing_rule,1,0.03600000000000003,2,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_existing_rule_round_2_decision_2,0,0,1,0.5616133447368111,6,1,seer,1,0.049048375532137145,8,0,villager,existing_rule,2,0.22563999999999995,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_existing_rule_round_3_decision_3,0,0,1,0.4709992685910866,7,0,villager,1,0.04160187355847478,2,0,villager,existing_rule,3,0.1203000000000003,7,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_1_decision_1,0,0,1,0.6519152653764463,2,0,villager,1,0.049048375532137145,8,0,villager,existing_with_ml_shadow,1,0.03600000000000003,2,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_2_decision_2,0,0,1,0.5616133447368111,6,1,seer,1,0.049048375532137145,8,0,villager,existing_with_ml_shadow,2,0.22563999999999995,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_existing_with_ml_shadow_round_3_decision_3,0,0,1,0.4709992685910866,7,0,villager,1,0.04160187355847478,2,0,villager,existing_with_ml_shadow,3,0.1203000000000003,7,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_high_confidence_shadow_round_1_decision_1,0,0,1,0.6519152653764463,2,0,villager,1,0.049048375532137145,8,0,villager,high_confidence_shadow,1,0.03600000000000003,2,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_high_confidence_shadow_round_2_decision_2,0,0,1,0.5616133447368111,6,1,seer,1,0.049048375532137145,8,0,villager,high_confidence_shadow,2,0.22563999999999995,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_high_confidence_shadow_round_3_decision_3,0,0,1,0.4709992685910866,7,0,villager,1,0.04160187355847478,2,0,villager,high_confidence_shadow,3,0.1203000000000003,7,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_ml_first_kill_only_round_1_decision_1,0,0,1,0.6519152653764463,2,0,villager,1,0.049048375532137145,8,0,villager,ml_first_kill_only,1,0.03600000000000003,2,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_ml_first_kill_only_round_2_decision_2,0,0,1,0.5616133447368111,6,1,seer,1,0.049048375532137145,8,0,villager,ml_first_kill_only,2,0.22563999999999995,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_ml_first_kill_only_round_3_decision_3,0,0,1,0.4709992685910866,7,0,villager,1,0.04160187355847478,2,0,villager,ml_first_kill_only,3,0.1203000000000003,7,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_ml_first_two_kills_round_1_decision_1,0,0,1,0.6519152653764463,2,0,villager,1,0.049048375532137145,8,0,villager,ml_first_two_kills,1,0.03600000000000003,2,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_ml_first_two_kills_round_2_decision_2,0,0,1,0.5616133447368111,6,1,seer,1,0.049048375532137145,8,0,villager,ml_first_two_kills,2,0.22563999999999995,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_ml_first_two_kills_round_3_decision_3,0,1,0,0.309887215809984,10,1,witch,1,0.03138177726007341,2,0,villager,ml_first_two_kills,3,0.16448000000000018,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_ml_single_random_kill_round_1_decision_1,0,0,1,0.6519152653764463,2,0,villager,1,0.049048375532137145,8,0,villager,ml_single_random_kill,1,0.03600000000000003,2,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_ml_single_random_kill_round_2_decision_2,0,0,1,0.5616133447368111,6,1,seer,1,0.049048375532137145,8,0,villager,ml_single_random_kill,2,0.22563999999999995,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_ml_single_random_kill_round_3_decision_3,0,1,0,0.309887215809984,10,1,witch,1,0.03138177726007341,2,0,villager,ml_single_random_kill,3,0.16448000000000018,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_selective_ml_override_round_1_decision_1,0,0,1,0.6519152653764463,2,0,villager,1,0.049048375532137145,8,0,villager,selective_ml_override,1,0.03600000000000003,2,0,villager,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_selective_ml_override_round_2_decision_2,0,0,1,0.5616133447368111,6,1,seer,1,0.049048375532137145,8,0,villager,selective_ml_override,2,0.22563999999999995,6,1,seer,220
herding_enabled,stage2b_seed_220_base_1_regime_herding_enabled_policy_selective_ml_override_round_3_decision_3,0,0,1,0.4709992685910866,7,0,villager,1,0.04160187355847478,2,0,villager,selective_ml_override,3,0.1203000000000003,7,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_continuous_frozen_ml_round_1_decision_1,0,0,1,0.8413242857622667,1,0,villager,1,0.058926680775457485,2,0,villager,continuous_frozen_ml,1,0.03600000000000003,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_continuous_frozen_ml_round_2_decision_2,1,0,0,0.6648112294288475,2,0,villager,1,0.046550058159557484,2,0,villager,continuous_frozen_ml,2,0.20660000000000012,10,1,witch,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_continuous_frozen_ml_round_3_decision_3,0,1,0,0.8626847569726523,1,0,villager,1,0.03214411762410485,3,1,hunter,continuous_frozen_ml,3,0.11715999999999993,4,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_existing_rule_round_1_decision_1,0,0,1,0.8413242857622667,1,0,villager,1,0.058926680775457485,2,0,villager,existing_rule,1,0.03600000000000003,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_existing_rule_round_2_decision_2,1,0,0,0.6648112294288475,2,0,villager,1,0.046550058159557484,2,0,villager,existing_rule,2,0.20660000000000012,10,1,witch,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_existing_rule_round_3_decision_3,0,0,1,0.7985009492971882,1,0,villager,1,0.03676091327777853,3,1,hunter,existing_rule,3,0.1199199999999998,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_existing_with_ml_shadow_round_1_decision_1,0,0,1,0.8413242857622667,1,0,villager,1,0.058926680775457485,2,0,villager,existing_with_ml_shadow,1,0.03600000000000003,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_existing_with_ml_shadow_round_2_decision_2,1,0,0,0.6648112294288475,2,0,villager,1,0.046550058159557484,2,0,villager,existing_with_ml_shadow,2,0.20660000000000012,10,1,witch,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_existing_with_ml_shadow_round_3_decision_3,0,0,1,0.7985009492971882,1,0,villager,1,0.03676091327777853,3,1,hunter,existing_with_ml_shadow,3,0.1199199999999998,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_high_confidence_shadow_round_1_decision_1,0,0,1,0.8413242857622667,1,0,villager,1,0.058926680775457485,2,0,villager,high_confidence_shadow,1,0.03600000000000003,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_high_confidence_shadow_round_2_decision_2,1,0,0,0.6648112294288475,2,0,villager,1,0.046550058159557484,2,0,villager,high_confidence_shadow,2,0.20660000000000012,10,1,witch,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_high_confidence_shadow_round_3_decision_3,0,0,1,0.7985009492971882,1,0,villager,1,0.03676091327777853,3,1,hunter,high_confidence_shadow,3,0.1199199999999998,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_ml_first_kill_only_round_1_decision_1,0,0,1,0.8413242857622667,1,0,villager,1,0.058926680775457485,2,0,villager,ml_first_kill_only,1,0.03600000000000003,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_ml_first_kill_only_round_2_decision_2,1,0,0,0.6648112294288475,2,0,villager,1,0.046550058159557484,2,0,villager,ml_first_kill_only,2,0.20660000000000012,10,1,witch,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_ml_first_kill_only_round_3_decision_3,0,0,1,0.7985009492971882,1,0,villager,1,0.03676091327777853,3,1,hunter,ml_first_kill_only,3,0.1199199999999998,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_ml_first_two_kills_round_1_decision_1,0,0,1,0.8413242857622667,1,0,villager,1,0.058926680775457485,2,0,villager,ml_first_two_kills,1,0.03600000000000003,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_ml_first_two_kills_round_2_decision_2,1,0,0,0.6648112294288475,2,0,villager,1,0.046550058159557484,2,0,villager,ml_first_two_kills,2,0.20660000000000012,10,1,witch,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_ml_first_two_kills_round_3_decision_3,0,1,0,0.8626847569726523,1,0,villager,1,0.03214411762410485,3,1,hunter,ml_first_two_kills,3,0.11715999999999993,4,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_ml_single_random_kill_round_1_decision_1,0,0,1,0.8413242857622667,1,0,villager,1,0.058926680775457485,2,0,villager,ml_single_random_kill,1,0.03600000000000003,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_ml_single_random_kill_round_2_decision_2,1,0,0,0.6648112294288475,2,0,villager,1,0.046550058159557484,2,0,villager,ml_single_random_kill,2,0.20660000000000012,10,1,witch,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_ml_single_random_kill_round_3_decision_3,0,0,1,0.7985009492971882,1,0,villager,1,0.03676091327777853,3,1,hunter,ml_single_random_kill,3,0.1199199999999998,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_selective_ml_override_round_1_decision_1,0,0,1,0.8413242857622667,1,0,villager,1,0.058926680775457485,2,0,villager,selective_ml_override,1,0.03600000000000003,1,0,villager,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_selective_ml_override_round_2_decision_2,1,0,0,0.6648112294288475,2,0,villager,1,0.046550058159557484,2,0,villager,selective_ml_override,2,0.20660000000000012,10,1,witch,220
heterogeneous_risk_preference,stage2b_seed_220_base_1_regime_heterogeneous_risk_preference_policy_selective_ml_override_round_3_decision_3,0,0,1,0.7985009492971882,1,0,villager,1,0.03676091327777853,3,1,hunter,selective_ml_override,3,0.1199199999999998,1,0,villager,220
